Rank,Name,Revenue($m),Profits($m),Assets($m),Market Value($m),Employees,Website,Alexa Rank,Back Links,Page Authority,Domain Authority,Moz Rank,Pageviews,Worth,Page Size,Code to Text Ratio,Semrush Rank,Keywords,Organic Traffic,Cost (in USD),Adwords Keywords,Adwords Traffic,Adwords Buget (in USD)
717,Hexion,3374.0,-,4146.0,-,4000,http://www.hexion.com,609673.0,0.0,0/100,0/100,0/10,1800.0,3950.0,65536.0,19.06% (Text size 12.2Kb and  Code size 51.8Kb),,,,,,,
718,Hologic,3367.3,-203.6,6442.1,9270.9,6478,http://www.hologic.com,185002.0,0.0,0/100,0/100,0/10,5950.0,13020.0,65536.0,28.78% (Text size 18.42Kb and  Code size 45.58Kb),52888.0,17844.0,35533.0,72309.0,10.0,1414.0,1980.0
719,Triumph Group,3364.9,-321.8,2854.6,350.5,10776,http://www.triumphgroup.com,816031.0,20.0,40.84/100,45.75/100,4.18/10,1350.0,2950.0,38195.2,21.35% (Text size 7.97Kb and  Code size 29.34Kb),63787.0,3804.0,13992.0,6938.0,0.0,0.0,0.0
720,Darling Ingredients,3363.9,312.6,5345.3,3144.6,10100,http://www.darlingii.com,1075263.0,0.0,0/100,0/100,0/10,1020.0,2240.0,59381.76,14.72% (Text size 8.54Kb and  Code size 49.45Kb),,,,,,,
721,MSC Industrial Direct,3363.8,288.9,2311.2,3044.9,6700,http://www.mscdirect.com,27294.0,0.0,0/100,0/100,0/10,40300.0,88260.0,65536.0,15.74% (Text size 10.08Kb and  Code size 53.92Kb),,,,,,,
723,Synopsys,3360.7,532.4,6405.2,19347.8,13896,http://www.synopsys.com,25717.0,0.0,0/100,0/100,0/10,42770.0,93670.0,65536.0,39.53% (Text size 25.3Kb and  Code size 38.7Kb),35755.0,60305.0,57275.0,158576.0,363.0,1388.0,18087.0
724,PolyOne,3351.6,588.6,3273.3,1752.3,5600,http://www.polyone.com,335557.0,0.0,0/100,0/100,0/10,3280.0,7180.0,65536.0,15.48% (Text size 9.91Kb and  Code size 54.09Kb),,,,,,,
726,Cabot,3337.0,157,3004.0,1480.5,4500,http://www.cabotcorp.com,461518.0,0.0,0/100,0/100,0/10,2380.0,5220.0,36925.44,40.09% (Text size 14.46Kb and  Code size 21.6Kb),,,,,,,
728,Boyd Gaming,3326.1,157.6,6650.1,1609.4,24300,http://www.boydgaming.com,767163.0,0.0,0/100,0/100,0/10,1430.0,3140.0,32040.96,18.79% (Text size 5.88Kb and  Code size 25.41Kb),,,,,,,
730,Brown-Forman,3324.0,835,5139.0,25843.4,4700,http://www.brown-forman.com,347561.0,0.0,0/100,0/100,0/10,3160.0,6930.0,65536.0,0.1% (Text size 0.06Kb and  Code size 63.94Kb),,,,,,,
731,Stericycle,3308.9,-346.8,6437.0,4434,19500,http://www.stericycle.com,384129.0,0.0,0/100,0/100,0/10,2860.0,6270.0,65536.0,32.8% (Text size 20.99Kb and  Code size 43.01Kb),,,,,,,
732,CIT Group,3296.1,529.9,50832.8,1692,3609,http://www.cit.com,45435.0,0.0,0/100,0/100,0/10,24210.0,53020.0,65536.0,54.55% (Text size 34.91Kb and  Code size 29.09Kb),,,,,,,
734,Hyster-Yale Materials Handling,3291.8,35.8,1847.2,672.8,7900,http://www.hyster-yale.com,781914.0,0.0,0/100,0/100,0/10,1410.0,3080.0,65536.0,10.01% (Text size 6.4Kb and  Code size 57.6Kb),,,,,,,
735,Crane,3283.1,133.3,4423.7,2911.4,13000,http://www.craneco.com,527428.0,0.0,0/100,0/100,0/10,2090.0,4570.0,45178.88,14.34% (Text size 6.33Kb and  Code size 37.79Kb),41280.0,3791.0,40923.0,78836.0,0.0,0.0,0.0
736,Cinemark Holdings,3283.1,191.4,5828.0,1193.8,22603,http://www.cinemark.com,6377.0,0.0,0/100,0/100,0/10,172490.0,377760.0,65536.0,17.54% (Text size 11.23Kb and  Code size 52.77Kb),,,,,,,
737,Autodesk,3274.3,214.5,6179.3,34267.3,10100,http://www.autodesk.com,549.0,0.0,0/100,0/100,0/10,2000000.0,4390000.0,65536.0,3.12% (Text size 2Kb and  Code size 62Kb),,,,,,,
740,Zions Bancorp.,3245.0,816,69172.0,4389,10188,http://www.zionsbancorporation.com,4789656.0,0.0,0/100,0/100,0/10,229.0,503.7,563.2,12.21% (Text size 0.07Kb and  Code size 0.48Kb),,,,,,,
741,Regal Beloit,3238.0,238.9,4430.7,2559.3,19560,http://www.regalbeloit.com,153115.0,0.0,0/100,0/100,0/10,7180.0,15730.0,,,,,,,,,
742,Service Corp. International,3230.8,369.6,13677.4,7083.9,20457,http://www.sci-corp.com,944521.0,0.0,0/100,0/100,0/10,1160.0,2550.0,29911.04,16.4% (Text size 4.79Kb and  Code size 24.42Kb),,,,,,,
743,Varian Medical Systems,3225.1,291.9,4101.7,9307.8,10062,http://www.varian.com,224998.0,34.0,42.29/100,61.72/100,3.89/10,4890.0,10700.0,65536.0,37.88% (Text size 24.24Kb and  Code size 39.75Kb),61715.0,5232.0,16460.0,72096.0,0.0,0.0,0.0
744,PriceSmart,3223.9,73.2,1296.4,1608.7,9000,http://www.pricesmart.com,115346.0,0.0,0/100,0/100,0/10,9540.0,20890.0,6031.36,5.47% (Text size 0.32Kb and  Code size 5.57Kb),,,,,,,
745,Brinker International,3217.9,154.9,1258.3,449.3,56147,http://www.brinker.com,425776.0,0.0,0/100,0/100,0/10,2580.0,5660.0,11601.92,30.04% (Text size 3.4Kb and  Code size 7.92Kb),,,,,,,
747,Pool,3199.5,261.6,1483.3,7921.2,4500,http://www.poolcorp.com,111697.0,0.0,0/100,0/100,0/10,9850.0,21560.0,37130.24,17.54% (Text size 6.36Kb and  Code size 29.9Kb),,,,,,,
748,Crestwood Equity Partners,3181.9,285.1,5349.3,307.6,894,http://www.crestwoodlp.com,,,,,,,,,,,,,,,,
750,Plexus,3164.4,108.6,2000.9,1601.6,19000,http://www.plexus.com,363771.0,0.0,0/100,0/100,0/10,3020.0,6620.0,65536.0,19.81% (Text size 12.68Kb and  Code size 51.32Kb),,,,,,,
751,Teledyne Technologies,3163.6,402.3,4579.8,10893.1,11790,http://www.teledyne.com,327359.0,0.0,0/100,0/100,0/10,3360.0,7360.0,60313.6,12.15% (Text size 7.16Kb and  Code size 51.74Kb),148828.0,3211.0,9552.0,6353.0,0.0,0.0,0.0
752,G-III Apparel Group,3160.5,143.8,2565.1,369.7,6050,http://www.g-iii.com,,,,,,,,,,,,,,,,
753,Scotts Miracle-Gro,3156.0,460.7,3028.7,5693,5850,http://www.scotts.com,69433.0,0.0,0/100,0/100,0/10,15840.0,34700.0,65536.0,36.78% (Text size 23.54Kb and  Code size 40.46Kb),,,,,,,
755,E*Trade Financial,3145.0,955,61416.0,7585.5,4122,http://www.etrade.com,1623.0,0.0,0/100,0/100,0/10,677760.0,1480000.0,56145.92,36.16% (Text size 19.83Kb and  Code size 35.01Kb),2545.0,71073.0,1292935.0,13475205.0,2744.0,280783.0,2356153.0
756,Toro,3138.1,274,2330.5,6963.3,9329,http://www.thetorocompany.com,,,,,,,,,,,,,,,,
759,Cooper-Standard Holdings,3108.4,67.5,2635.6,173,28000,http://www.cooperstandard.com,357972.0,0.0,0/100,0/100,0/10,3070.0,6730.0,65536.0,9.69% (Text size 6.2Kb and  Code size 57.8Kb),168959.0,3736.0,8156.0,2597.0,0.0,0.0,0.0
761,Tetra Tech,3107.3,158.7,2147.4,3861.8,20000,http://www.tetratech.com,114408.0,0.0,0/100,0/100,0/10,9610.0,21050.0,46786.56,22.9% (Text size 10.46Kb and  Code size 35.23Kb),61268.0,35070.0,29598.0,24111.0,0.0,0.0,0.0
762,Primoris Services,3106.3,82.3,1830.5,767.2,9700,http://www.prim.com,99999999.0,0.0,0/100,0/100,0/10,11.0,21.9,,,667361.0,50.0,1388.0,558.0,0.0,0.0,0.0
763,Tempur Sealy International,3106.0,189.5,3061.8,2277.2,7400,http://www.tempursealy.com,405801.0,0.0,0/100,0/100,0/10,2710.0,5930.0,7843.84,17.9% (Text size 1.37Kb and  Code size 6.29Kb),170318.0,2381.0,8699.0,21463.0,0.0,0.0,0.0
764,H&R Block,3094.9,422.5,3299.9,2710.1,44600,http://www.hrblock.com,2134.0,0.0,0/100,0/100,0/10,515460.0,1130000.0,65536.0,0.13% (Text size 0.08Kb and  Code size 63.92Kb),,,,,,,
767,Cracker Barrel Old Country Store,3072.0,223.4,1581.2,1992.6,73000,http://www.crackerbarrel.com,50203.0,0.0,0/100,0/100,0/10,21910.0,47980.0,65536.0,45.32% (Text size 29Kb and  Code size 34.99Kb),,,,,,,
770,First Solar,3063.1,-114.9,7515.7,3802.8,6600,http://www.firstsolar.com,294940.0,0.0,0/100,0/100,0/10,3730.0,8170.0,26787.84,20.12% (Text size 5.26Kb and  Code size 20.9Kb),,,,,,,
771,AMC Networks,3060.3,380.5,5596.7,1350.7,2588,http://www.amcnetworks.com,177592.0,0.0,0/100,0/100,0/10,6190.0,13560.0,65536.0,1.33% (Text size 0.85Kb and  Code size 63.15Kb),,,,,,,
772,Xilinx,3059.0,889.8,5151.3,19394.3,4433,http://www.xilinx.com,27378.0,0.0,0/100,0/100,0/10,40180.0,87990.0,65536.0,58.05% (Text size 37.15Kb and  Code size 26.85Kb),26866.0,48854.0,43549.0,112983.0,0.0,0.0,0.0
773,Green Plains,3055.4,-166.9,1698.2,170,820,http://www.gpreinc.com,3749775.0,0.0,0/100,0/100,0/10,293.0,642.4,22200.32,17.62% (Text size 3.82Kb and  Code size 17.86Kb),,,,,,,
774,Columbia Sportswear,3042.5,330.5,2931.6,4702.7,8900,http://www.columbia.com,19044.0,0.0,0/100,0/100,0/10,57760.0,126490.0,65536.0,0.29% (Text size 0.18Kb and  Code size 63.81Kb),,,,,,,
776,Southwestern Energy,3038.0,891,6717.0,914.4,923,http://www.swn.com,799631.0,0.0,0/100,0/100,0/10,1380.0,3010.0,,,79736.0,2993.0,21261.0,33680.0,0.0,0.0,0.0
779,Citrix Systems,3010.6,681.8,4388.9,17319.8,8400,http://www.citrix.com,7969.0,0.0,0/100,0/100,0/10,138030.0,302290.0,65536.0,22.69% (Text size 14.52Kb and  Code size 49.48Kb),,,,,,,
780,Mettler-Toledo International,3008.7,561.1,2789.3,16558.8,15525,http://www.mt.com,26194.0,0.0,0/100,0/100,0/10,41990.0,91970.0,65536.0,4.8% (Text size 3.07Kb and  Code size 60.93Kb),,,,,,,
781,Trinity Industries,3005.1,137.6,8701.4,1923.6,11875,http://www.trin.net,759209.0,225.0,44.85/100,42.69/100,5.09/10,1450.0,3170.0,20766.72,13.42% (Text size 2.72Kb and  Code size 17.56Kb),200062.0,632.0,3634.0,1229.0,0.0,0.0,0.0
782,Mutual of America Life Insurance,3004.7,-21.2,23657.9,-,1202,http://www.mutualofamerica.com,262133.0,18970.0,44/100,48/100,4.4/10,4200.0,9190.0,36505.6,29.42% (Text size 10.49Kb and  Code size 25.16Kb),,,,,,,
783,Lincoln Electric Holdings,3003.3,293.1,2371.2,4150.8,11000,http://www.lincolnelectric.com,73535.0,0.0,0/100,0/100,0/10,14960.0,32760.0,44134.4,9.16% (Text size 3.95Kb and  Code size 39.15Kb),,,,,,,
784,Tailored Brands,2998.7,-82.3,2419.0,84.3,16500,http://www.menswearhouse.com,19913.0,0.0,0/100,0/100,0/10,55240.0,120980.0,65536.0,0.33% (Text size 0.21Kb and  Code size 63.79Kb),,,,,,,
785,A.O. Smith,2992.7,370,3058.0,6125.4,15100,http://www.aosmith.com,382263.0,0.0,0/100,0/100,0/10,2880.0,6300.0,27566.08,33.87% (Text size 9.12Kb and  Code size 17.81Kb),,,,,,,
786,ArcBest,2988.3,40,1651.2,443.9,13000,http://www.arcb.com,,,,,,,,,,,,,,,,
788,SkyWest,2972.0,340.1,6657.1,1316.2,13700,http://www.skywest.com,389872.0,0.0,0/100,0/100,0/10,2820.0,6180.0,32737.28,21.12% (Text size 6.75Kb and  Code size 25.22Kb),,,,,,,
789,Boston Properties,2960.6,521.5,21284.9,14306.9,760,http://www.bostonproperties.com,731806.0,0.0,0/100,0/100,0/10,1500.0,3290.0,36147.2,27.81% (Text size 9.82Kb and  Code size 25.48Kb),91267.0,5745.0,17857.0,10536.0,0.0,0.0,0.0
790,Enable Midstream Partners,2960.0,396,12266.0,1118.5,1735,http://www.enablemidstream.com,1768194.0,0.0,0/100,0/100,0/10,622.0,1370.0,8437.76,38.9% (Text size 3.21Kb and  Code size 5.04Kb),229905.0,799.0,4758.0,7697.0,0.0,0.0,0.0
793,Unisys,2948.7,-17.2,2504.0,776.8,20800,http://www.unisys.com,84901.0,0.0,0/100,0/100,0/10,12960.0,28380.0,65536.0,0.94% (Text size 0.6Kb and  Code size 63.4Kb),,,,,,,
794,Visteon,2945.0,70,2271.0,1344.4,11000,http://www.visteon.com,279183.0,31.0,41.99/100,54.3/100,4.5/10,3940.0,8630.0,30566.4,14.49% (Text size 4.32Kb and  Code size 25.52Kb),159457.0,1196.0,6147.0,1102.0,0.0,0.0,0.0
795,Graham Holdings,2932.1,327.9,5931.2,1790.6,15902,http://www.ghco.com,1758217.0,0.0,0/100,0/100,0/10,625.0,1370.0,32419.84,24.15% (Text size 7.65Kb and  Code size 24.02Kb),,,,,,,
796,Resolute Forest Products,2923.0,-47,3626.0,109.2,6700,http://www.resolutefp.com,760258.0,0.0,0/100,0/100,0/10,1450.0,3170.0,,,,,,,,,
797,Caleres,2921.6,62.8,2431.7,208.2,11400,http://www.caleres.com,252437.0,0.0,0/100,0/100,0/10,4360.0,9540.0,,,,,,,,,
800,Moog,2904.7,179.7,3114.2,1713.1,12809,http://www.moog.com,118431.0,0.0,0/100,0/100,0/10,9290.0,20340.0,65536.0,0.81% (Text size 0.52Kb and  Code size 63.48Kb),61075.0,21681.0,29912.0,38074.0,0.0,0.0,0.0
801,Legg Mason,2903.3,-28.5,7794.1,4244.7,3246,http://www.leggmason.com,252604.0,0.0,0/100,0/100,0/10,4350.0,9530.0,,,,,,,,,
802,Atmos Energy,2901.8,511.4,13367.6,12132.5,4776,http://www.atmosenergy.com,33155.0,0.0,0/100,0/100,0/10,33180.0,72660.0,60252.16,9.06% (Text size 5.33Kb and  Code size 53.51Kb),,,,,,,
805,H.B. Fuller,2897.0,130.8,3985.7,1435.9,6369,http://www.hbfuller.com,421126.0,0.0,0/100,0/100,0/10,2610.0,5720.0,65536.0,30.79% (Text size 19.71Kb and  Code size 44.29Kb),,,,,,,
809,PerkinElmer,2883.7,227.6,6538.6,8379,13000,http://www.perkinelmer.com,66216.0,0.0,0/100,0/100,0/10,16610.0,36380.0,65536.0,33.82% (Text size 21.65Kb and  Code size 42.35Kb),,,,,,,
810,Hawaiian Electric Industries,2874.6,217.9,13745.3,4698.7,3841,http://www.hei.com,2210811.0,0.0,0/100,0/100,0/10,497.0,1090.0,65536.0,39.16% (Text size 25.06Kb and  Code size 38.93Kb),450460.0,1972.0,2475.0,4328.0,0.0,0.0,0.0
811,Kansas City Southern,2866.0,538.9,9786.8,12228.5,7040,http://www.kcsouthern.com,435048.0,0.0,0/100,0/100,0/10,2530.0,5530.0,65536.0,43.43% (Text size 27.8Kb and  Code size 36.2Kb),,,,,,,
812,AptarGroup,2859.7,242.2,3562.1,6474.7,14000,http://www.aptar.com,651223.0,0.0,0/100,0/100,0/10,1690.0,3700.0,23326.72,10.67% (Text size 2.43Kb and  Code size 20.35Kb),,,,,,,
813,Public Storage,2846.8,1520.5,11365.4,34684.6,5900,http://www.publicstorage.com,33199.0,0.0,0/100,0/100,0/10,33130.0,72560.0,65536.0,5.67% (Text size 3.63Kb and  Code size 60.37Kb),,,,,,,
814,Selective Insurance Group,2846.5,271.6,8797.2,2967.5,2400,http://www.selective.com,350652.0,0.0,0/100,0/100,0/10,3140.0,6870.0,65536.0,11.98% (Text size 7.67Kb and  Code size 56.33Kb),,,,,,,
815,ITT,2846.4,325.1,4107.7,3992.8,10500,http://www.itt.com,572188.0,0.0,0/100,0/100,0/10,1920.0,4210.0,65536.0,60.12% (Text size 38.48Kb and  Code size 25.52Kb),,,,,,,
816,Donaldson,2844.9,267.2,2142.6,4897.2,14100,http://www.donaldson.com,87607.0,0.0,0/100,0/100,0/10,12560.0,27500.0,65536.0,37.55% (Text size 24.03Kb and  Code size 39.97Kb),,,,,,,
818,Kirby,2838.4,142.3,6079.1,2608.1,5550,http://www.kirbycorp.com,1433732.0,0.0,0/100,0/100,0/10,767.0,1680.0,65536.0,13.81% (Text size 8.84Kb and  Code size 55.16Kb),114088.0,4124.0,14728.0,39502.0,0.0,0.0,0.0
819,Hawaiian Holdings,2832.2,224,4126.6,479.7,7437,http://www.hawaiianairlines.com,25476.0,0.0,0/100,0/100,0/10,43180.0,94560.0,,,,,,,,,
820,Popular,2830.7,671.1,52115.3,3103.3,8560,http://www.popular.com,80519.0,0.0,0/100,0/100,0/10,13660.0,29920.0,65536.0,32.2% (Text size 20.61Kb and  Code size 43.39Kb),,,,,,,
821,Range Resources,2827.6,-1716.3,6612.4,580.8,655,http://www.rangeresources.com,967328.0,0.0,0/100,0/100,0/10,1140.0,2490.0,30658.56,29.31% (Text size 8.77Kb and  Code size 21.16Kb),,,,,,,
822,PC Connection,2820.0,82.1,937.3,1085.7,2609,http://www.pcconnection.com,1579737.0,0.0,0/100,0/100,0/10,696.0,1530.0,,,,,,,,,
823,Amica Mutual Insurance,2808.5,173.3,6382.9,-,3983,http://www.amica.com,58779.0,0.0,0/100,0/100,0/10,18710.0,40980.0,65536.0,28.17% (Text size 18.03Kb and  Code size 45.97Kb),,,,,,,
824,EnerSys,2808.0,160.2,3118.2,2095.1,11000,http://www.enersys.com,719114.0,0.0,0/100,0/100,0/10,1530.0,3350.0,20541.44,20.4% (Text size 4.09Kb and  Code size 15.97Kb),,,,,,,
825,Helmerich & Payne,2798.5,-33.7,5839.5,1703.9,8502,http://www.hpinc.com,776361.0,0.0,0/100,0/100,0/10,1420.0,3100.0,53882.88,27.11% (Text size 14.26Kb and  Code size 38.36Kb),,,,,,,
827,Valmont Industries,2767.0,153.8,2763.4,2281.1,9862,http://www.valmont.com,666072.0,254.0,46.79/100,54.86/100,4.69/10,1650.0,3610.0,65536.0,6.99% (Text size 4.47Kb and  Code size 59.53Kb),86389.0,4578.0,10667.0,14656.0,204.0,90.0,177.0
830,Cooper Tire & Rubber,2752.6,96.4,2802.3,819.3,8720,http://www.coopertire.com,249398.0,0.0,0/100,0/100,0/10,4410.0,9660.0,65536.0,17.24% (Text size 11.03Kb and  Code size 52.97Kb),,,,,,,
835,Magellan Midstream Partners,2727.9,1020.8,8437.7,8309.7,1884,http://www.magellanlp.com,261614.0,0.0,0/100,0/100,0/10,4200.0,9210.0,24965.12,40.83% (Text size 9.95Kb and  Code size 14.42Kb),,,,,,,
836,Hain Celestial Group,2710.6,-183.3,2582.6,2710.9,5441,http://www.hain.com,532211.0,0.0,0/100,0/100,0/10,2070.0,4530.0,47267.84,11.54% (Text size 5.33Kb and  Code size 40.83Kb),115824.0,4016.0,13206.0,5825.0,0.0,0.0,0.0
837,Univision Communications,2703.8,286.8,9320.7,-,4500,http://corporate.univision.com,,,,,,,,,,,,,,,,
838,Equity Residential,2701.1,970.4,21172.8,22954.8,2700,http://www.equityresidential.com,,,,,,,,,,,,,,,,
839,Allison Transmission Holdings,2698.0,604,4450.0,3818.5,3700,http://www.allisontransmission.com,394862.0,0.0,0/100,0/100,0/10,2790.0,6100.0,65536.0,15.49% (Text size 9.91Kb and  Code size 54.08Kb),,,,,,,
843,Guess,2678.1,96,2429.0,444.4,15800,http://www.guess.com,54074.0,0.0,0/100,0/100,0/10,20340.0,44550.0,65536.0,7.54% (Text size 4.82Kb and  Code size 59.17Kb),,,,,,,
844,Rent-A-Center,2669.9,173.5,1582.8,781,14500,http://www.rentacenter.com,84863.0,0.0,0/100,0/100,0/10,12960.0,28390.0,65536.0,15.86% (Text size 10.15Kb and  Code size 53.85Kb),,,,,,,
845,Take-Two Interactive Software,2668.4,333.8,4243.1,13453.3,4894,http://www.take2games.com,124988.0,0.0,0/100,0/100,0/10,8800.0,19270.0,29818.88,23.02% (Text size 6.7Kb and  Code size 22.42Kb),31297.0,20743.0,67272.0,15063.0,0.0,0.0,0.0
846,Vishay Intertechnology,2668.3,163.9,3120.8,2084.3,22400,http://www.vishay.com,61006.0,28.0,41.2/100,64.08/100,3.51/10,18030.0,39490.0,,,27903.0,25714.0,42794.0,86944.0,145.0,104.0,208.0
860,New Jersey Resources,2592.0,169.5,4373.0,3246.5,1108,http://www.njresources.com,3075331.0,0.0,0/100,0/100,0/10,357.0,781.1,30095.36,12.13% (Text size 3.57Kb and  Code size 25.82Kb),226805.0,1977.0,4844.0,5459.0,0.0,0.0,0.0
866,J.Crew Group,2540.1,-78.8,1599.3,-,9400,http://www.jcrew.com,3781.0,0.0,0/100,0/100,0/10,290930.0,637130.0,65536.0,0% (Text size 0Kb and  Code size 64Kb),,,,,,,
873,IDEX,2494.6,425.5,3813.9,10529.4,7439,http://www.idexcorp.com,444101.0,0.0,0/100,0/100,0/10,2480.0,5420.0,65536.0,6.3% (Text size 4.03Kb and  Code size 59.97Kb),,,,,,,
874,Belden,2491.8,-377,3406.8,1640.2,7000,http://www.belden.com,108714.0,0.0,0/100,0/100,0/10,10120.0,22160.0,65536.0,20.46% (Text size 13.09Kb and  Code size 50.91Kb),,,,,,,
875,Curtiss-Wright,2488.0,307.6,3764.3,3929.4,9100,http://www.curtisswright.com,832962.0,0.0,0/100,0/100,0/10,1320.0,2890.0,65536.0,7.82% (Text size 5Kb and  Code size 59Kb),,,,,,,
877,Genesis Energy,2480.8,96,6597.6,480.5,2177,http://www.genesisenergy.com,1500642.0,0.0,0/100,0/100,0/10,733.0,1610.0,25640.96,14.72% (Text size 3.68Kb and  Code size 21.35Kb),,,,,,,
879,Patterson-UTI Energy,2470.7,-425.7,4439.6,451.6,5800,http://www.patenergy.com,539017.0,0.0,0/100,0/100,0/10,2040.0,4470.0,65536.0,12.43% (Text size 7.96Kb and  Code size 56.04Kb),,,,,,,
880,Werner Enterprises,2463.7,166.9,2143.9,2514.7,12736,http://www.werner.com,391261.0,0.0,0/100,0/100,0/10,2810.0,6150.0,112.64,16.51% (Text size 0.02Kb and  Code size 0.09Kb),26564.0,4202.0,45479.0,129602.0,234.0,55.0,520.0
883,Mueller Industries,2430.6,101,1370.9,1364.5,4964,http://www.muellerindustries.com,785006.0,0.0,0/100,0/100,0/10,1400.0,3070.0,65536.0,10.76% (Text size 6.89Kb and  Code size 57.11Kb),,,,,,,
884,Nu Skin Enterprises,2420.4,173.6,1769.0,1213.7,24900,http://www.nuskinenterprises.com,,,,,,,,,,,,,,,,
895,Knights of Columbus,2387.8,148.3,26860.6,-,772,http://www.kofc.org,123235.0,0.0,0/100,0/100,0/10,8930.0,19550.0,61.44,1.64% (Text size 0Kb and  Code size 0.06Kb),,,,,,,
897,Carpenter Technology,2380.2,167,3187.8,932.1,5100,http://www.cartech.com,438625.0,0.0,0/100,0/100,0/10,2510.0,5490.0,46407.68,41.47% (Text size 18.79Kb and  Code size 26.53Kb),,,,,,,
899,Kennametal,2375.2,241.9,2656.3,1543.6,10395,http://www.kennametal.com,137562.0,0.0,0/100,0/100,0/10,8000.0,17510.0,65536.0,4.81% (Text size 3.08Kb and  Code size 60.92Kb),56586.0,11989.0,28466.0,45875.0,0.0,0.0,0.0
901,TrueBlue,2368.8,63.1,1136.2,492.9,6200,http://www.trueblue.com,888815.0,10.0,33.86/100,37.58/100,0/10,1240.0,2710.0,14632.96,40.88% (Text size 5.84Kb and  Code size 8.45Kb),102463.0,1511.0,9961.0,3096.0,0.0,0.0,0.0
902,Cimarex Energy,2363.0,-124.6,7140.0,1718.9,987,http://www.cimarex.com,1433483.0,0.0,0/100,0/100,0/10,767.0,1680.0,65536.0,9.42% (Text size 6.03Kb and  Code size 57.97Kb),191290.0,692.0,6035.0,16200.0,0.0,0.0,0.0
915,Maxim Integrated Products,2314.3,827.5,3744.0,13095.3,7131,http://www.maximintegrated.com,26912.0,0.0,0/100,0/100,0/10,40870.0,89510.0,65536.0,4.84% (Text size 3.1Kb and  Code size 60.9Kb),,,,,,,
917,Bio-Rad Laboratories,2311.7,1758.7,8008.9,10490.6,8120,http://www.bio-rad.com,38612.0,0.0,0/100,0/100,0/10,28490.0,62390.0,65536.0,19.33% (Text size 12.37Kb and  Code size 51.63Kb),,,,,,,
920,TEGNA,2299.5,286.2,6954.0,2371.3,6883,http://www.tegna.com/,131288.0,0.0,0/100,0/100,0/10,8380.0,18340.0,,,,,,,,,
924,WPX Energy,2292.0,256,8413.0,1706.1,590,http://www.wpxenergy.com,,,,,,,,,,,,,,,,
928,Wolverine World Wide,2273.7,128.5,2480.0,1232.3,4000,http://www.wolverineworldwide.com,222765.0,0.0,0/100,0/100,0/10,4940.0,10810.0,23736.32,15.86% (Text size 3.68Kb and  Code size 19.5Kb),69585.0,4395.0,13193.0,10659.0,0.0,0.0,0.0
930,Benchmark Electronics,2268.1,23.4,1759.9,727.9,10600,http://www.bench.com,228596.0,0.0,0/100,0/100,0/10,4810.0,10530.0,65536.0,13.67% (Text size 8.75Kb and  Code size 55.25Kb),,,,,,,
931,HNI,2246.9,110.5,1452.5,1075.8,8450,http://www.hnicorp.com,968421.0,0.0,0/100,0/100,0/10,1140.0,2490.0,21278.72,12.85% (Text size 2.67Kb and  Code size 18.11Kb),238202.0,1195.0,4548.0,996.0,0.0,0.0,0.0
933,Affiliated Managers Group,2239.6,15.7,7653.5,2830.9,4000,http://www.amg.com,1232286.0,0.0,0/100,0/100,0/10,892.0,1960.0,43028.48,13.44% (Text size 5.65Kb and  Code size 36.37Kb),296455.0,2134.0,4222.0,16132.0,0.0,0.0,0.0
934,OGE Energy,2231.6,433.6,11024.3,6151.5,2425,http://www.oge.com,80030.0,0.0,0/100,0/100,0/10,13740.0,30100.0,65536.0,13.97% (Text size 8.94Kb and  Code size 55.06Kb),,,,,,,
935,Universal,2227.2,104.1,2133.2,1090.7,28000,http://www.universalcorp.com,,,,,,,,,,,,,,,,
940,Groupon,2218.9,-22.4,1586.7,555.7,6345,http://www.groupon.com,748.0,0.0,0/100,0/100,0/10,1470000.0,3220000.0,65536.0,9.18% (Text size 5.87Kb and  Code size 58.13Kb),108.0,9807525.0,26968067.0,36026947.0,21941.0,522642.0,401409.0
942,Fossil Group,2217.7,-52.4,1604.7,166.4,10200,http://www.fossilgroup.com,212727.0,0.0,0/100,0/100,0/10,5170.0,11320.0,65536.0,2.37% (Text size 1.52Kb and  Code size 62.48Kb),,,,,,,
948,Genesco,2197.1,61.4,1680.5,196.1,13850,http://www.genesco.com,613008.0,0.0,0/100,0/100,0/10,1790.0,3930.0,10004.48,100% (Text size 9.77Kb and  Code size 0Kb),,,,,,,
950,NewMarket,2190.3,254.3,1885.1,4284.1,2118,http://www.newmarket.com,2532531.0,0.0,0/100,0/100,0/10,434.0,949.0,26982.4,8.45% (Text size 2.23Kb and  Code size 24.12Kb),213302.0,214.0,6588.0,5214.0,0.0,0.0,0.0
952,Rexnord,2175.2,34.3,3259.7,2761.4,6700,http://www.rexnord.com,198714.0,0.0,0/100,0/100,0/10,5540.0,12130.0,47390.72,23.46% (Text size 10.86Kb and  Code size 35.42Kb),,,,,,,
956,AAR,2147.6,7.5,1517.2,623.4,5650,http://www.aarcorp.com,510867.0,0.0,0/100,0/100,0/10,2150.0,4720.0,65290.24,35.51% (Text size 22.64Kb and  Code size 41.12Kb),,,,,,,
958,Edgewell Personal Care,2141.0,-372.2,3420.9,1307.6,6000,www.edgewell.com,385099.0,0.0,0/100,0/100,0/10,2860.0,6260.0,65536.0,11.25% (Text size 7.2Kb and  Code size 56.8Kb),,,,,,,
