,Rank,Company,Revenue($m),Profits($m),Assets($m),Market Value($m),Employees,Domain,Alexa Rank,Back Links,Page Authority,Domain Authority,Moz Rank,Page Views,Domain Worth,Code Size,Text to Code Ratio,Semrush Rank,Organic Keywords,Organic Traffic,Opportunity Cost,Adwords Keywords,Adwords Traffic,Adwords Budget
696,740,Zions Bancorp.,3245.0,816,69172.0,4389,10188,zionsbancorporation.com,4789656,0,0/,0/,0/,229,503.7,,'0.68%,,,,,,,
697,741,Regal Beloit,3238.0,238.9,4430.7,2559.3,19560,regalbeloit.com,153115,0,0/,0/,0/,7.18K,15.73K,,'0.68%,,,,,,,
698,742,Service Corp. International,3230.8,369.6,13677.4,7083.9,20457,sci-corp.com,944521,0,0/,0/,0/,1.16K,2.55K,,'0.68%,,,,,,,
699,743,Varian Medical Systems,3225.1,291.9,4101.7,9307.8,10062,varian.com,224998,34,42,61,3.,4.89K,10.7K,,'0.68%,61715,5232,16460,72096$,0,0,0$
700,744,PriceSmart,3223.9,73.2,1296.4,1608.7,9000,pricesmart.com,115346,0,0/,0/,0/,9.54K,20.89K,,'0.68%,,,,,,,
701,745,Brinker International,3217.9,154.9,1258.3,449.3,56147,brinker.com,425776,0,0/,0/,0/,2.58K,5.66K,,'0.68%,,,,,,,
702,746,Digital Realty Trust,3209.2,579.8,23068.1,36016.5,1550,digitalrealty.com,360380,0,0/,0/,0/,3.05K,6.69K,,'0.68%,,,,,,,
703,747,Pool,3199.5,261.6,1483.3,7921.2,4500,poolcorp.com,111697,0,0/,0/,0/,9.85K,21.56K,,'0.68%,,,,,,,
704,749,Infor,3171.2,142,6752.7,-,17380,infor.com,17333,0,0/,0/,0/,63.46K,138.98K,,'0.68%,,,,,,,
705,750,Plexus,3164.4,108.6,2000.9,1601.6,19000,plexus.com,363771,0,0/,0/,0/,3.02K,6.62K,,'0.68%,,,,,,,
706,751,Teledyne Technologies,3163.6,402.3,4579.8,10893.1,11790,teledyne.com,327359,0,0/,0/,0/,3.36K,7.36K,,'0.68%,148828,3211,9552,6353$,0,0,0$
707,753,Scotts Miracle-Gro,3156.0,460.7,3028.7,5693,5850,scotts.com,69433,0,0/,0/,0/,15.84K,34.7K,,'0.68%,,,,,,,
708,755,E*Trade Financial,3145.0,955,61416.0,7585.5,4122,etrade.com,1623,0,0/,0/,0/,677.76K,1.48M,,'0.68%,2545,71073,1292935,13475205$,2744,280783,2356153$
709,758,GMS,3116.0,56,2149.6,665.7,5858,gms.com,557918,0,0/,0/,0/,1.97K,4.31K,,'0.68%,145689,1959,8538,14597$,0,0,0$
710,759,Cooper-Standard Holdings,3108.4,67.5,2635.6,173,28000,cooperstandard.com,357972,0,0/,0/,0/,3.07K,6.73K,,'0.68%,168959,3736,8156,2597$,0,0,0$
711,760,Acadia Healthcare,3107.5,108.9,6879.1,1629.1,35600,acadiahealthcare.com,648023,0,0/,0/,0/,1.7K,3.72K,,'0.68%,,,,,,,
712,761,Tetra Tech,3107.3,158.7,2147.4,3861.8,20000,tetratech.com,114408,0,0/,0/,0/,9.61K,21.05K,,'0.68%,61268,35070,29598,24111$,0,0,0$
713,762,Primoris Services,3106.3,82.3,1830.5,767.2,9700,prim.com,99999999,0,0/,0/,0/,11,21.9,,'0.68%,667361,50,1388,558$,0,0,0$
714,763,Tempur Sealy International,3106.0,189.5,3061.8,2277.2,7400,tempursealy.com,405801,0,0/,0/,0/,2.71K,5.93K,,'0.68%,170318,2381,8699,21463$,0,0,0$
715,764,H&R Block,3094.9,422.5,3299.9,2710.1,44600,hrblock.com,2134,0,0/,0/,0/,515.46K,1.13M,,'0.68%,,,,,,,
716,765,Qorvo,3090.3,133.1,5808.0,9327.7,8100,qorvo.com,169308,0,0/,0/,0/,6.5K,14.23K,,'0.68%,,,,,,,
717,767,Cracker Barrel Old Country Store,3072.0,223.4,1581.2,1992.6,73000,crackerbarrel.com,50203,0,0/,0/,0/,21.91K,47.98K,,'0.68%,,,,,,,
718,768,Elanco Animal Health,3071.0,67.9,8985.8,8923.1,6080,elanco.com,479146,0,0/,0/,0/,2.3K,5.03K,,'0.68%,,,,,,,
719,769,PRA Health Sciences,3066.3,243,3544.4,5278.3,17500,prahs.com,184056,0,0/,0/,0/,5.98K,13.09K,,'0.68%,,,,,,,
720,770,First Solar,3063.1,-114.9,7515.7,3802.8,6600,firstsolar.com,294940,0,0/,0/,0/,3.73K,8.17K,,'0.68%,,,,,,,
721,771,AMC Networks,3060.3,380.5,5596.7,1350.7,2588,amcnetworks.com,177592,0,0/,0/,0/,6.19K,13.56K,,'0.68%,,,,,,,
722,772,Xilinx,3059.0,889.8,5151.3,19394.3,4433,xilinx.com,27378,0,0/,0/,0/,40.18K,87.99K,,'0.68%,26866,48854,43549,112983$,0,0,0$
723,773,Green Plains,3055.4,-166.9,1698.2,170,820,gpreinc.com,3749775,0,0/,0/,0/,293,642.4,,'0.68%,,,,,,,
724,774,Columbia Sportswear,3042.5,330.5,2931.6,4702.7,8900,columbia.com,19044,0,0/,0/,0/,57.76K,126.49K,,'0.68%,,,,,,,
725,775,Nexstar Media Group,3039.3,230.3,13989.7,2647.5,14891,nexstar.tv,154637,0,0/,0/,0/,7.11K,15.58K,,'0.68%,,,,,,,
726,776,Southwestern Energy,3038.0,891,6717.0,914.4,923,swn.com,799631,0,0/,0/,0/,1.38K,3.01K,,'0.68%,79736,2993,21261,33680$,0,0,0$
727,777,Greenbrier,3033.6,71.1,2990.6,578.3,17100,greenbrier.com,339916,0,0/,0/,0/,3.24K,7.09K,,'0.68%,,,,,,,
728,778,Presidio,3026.1,35.2,2870.9,-,2900,presidio.com,206398,0,0/,0/,0/,5.33K,11.67K,,'0.68%,,,,,,,
729,779,Citrix Systems,3010.6,681.8,4388.9,17319.8,8400,citrix.com,7969,0,0/,0/,0/,138.03K,302.29K,,'0.68%,,,,,,,
730,780,Mettler-Toledo International,3008.7,561.1,2789.3,16558.8,15525,mt.com,26194,0,0/,0/,0/,41.99K,91.97K,,'0.68%,,,,,,,
731,781,Trinity Industries,3005.1,137.6,8701.4,1923.6,11875,trin.net,759209,225,44,42,5.,1.45K,3.17K,,'0.68%,200062,632,3634,1229$,0,0,0$
732,782,Mutual of America Life Insurance,3004.7,-21.2,23657.9,-,1202,mutualofamerica.com,262133,18970,44,48,4.,4.2K,9.19K,,'0.68%,,,,,,,
733,783,Lincoln Electric Holdings,3003.3,293.1,2371.2,4150.8,11000,lincolnelectric.com,73535,0,0/,0/,0/,14.96K,32.76K,,'0.68%,,,,,,,
734,784,Tailored Brands,2998.7,-82.3,2419.0,84.3,16500,menswearhouse.com,19913,0,0/,0/,0/,55.24K,120.98K,,'0.68%,,,,,,,
735,785,A.O. Smith,2992.7,370,3058.0,6125.4,15100,aosmith.com,382263,0,0/,0/,0/,2.88K,6.3K,,'0.68%,,,,,,,
736,787,GoDaddy,2988.1,137,6301.2,9988.4,7024,godaddy.com,186,0,0/,0/,0/,5.91M,12.95M,,'0.68%,1081,343092,3228021,6795111$,7005,250491,960975$
737,788,SkyWest,2972.0,340.1,6657.1,1316.2,13700,skywest.com,389872,0,0/,0/,0/,2.82K,6.18K,,'0.68%,,,,,,,
738,789,Boston Properties,2960.6,521.5,21284.9,14306.9,760,bostonproperties.com,731806,0,0/,0/,0/,1.5K,3.29K,,'0.68%,91267,5745,17857,10536$,0,0,0$
739,790,Enable Midstream Partners,2960.0,396,12266.0,1118.5,1735,enablemidstream.com,1768194,0,0/,0/,0/,622,1.37K,,'0.68%,229905,799,4758,7697$,0,0,0$
740,791,Middleby,2959.4,352.2,5002.1,3196.1,9778,middleby.com,738734,0,0/,0/,0/,1.49K,3.26K,,'0.68%,,,,,,,
741,793,Unisys,2948.7,-17.2,2504.0,776.8,20800,unisys.com,84901,0,0/,0/,0/,12.96K,28.38K,,'0.68%,,,,,,,
742,794,Visteon,2945.0,70,2271.0,1344.4,11000,visteon.com,279183,31,41,54,4.,3.94K,8.63K,,'0.68%,159457,1196,6147,1102$,0,0,0$
743,795,Graham Holdings,2932.1,327.9,5931.2,1790.6,15902,ghco.com,1758217,0,0/,0/,0/,625,1.37K,,'0.68%,,,,,,,
744,796,Resolute Forest Products,2923.0,-47,3626.0,109.2,6700,resolutefp.com,760258,0,0/,0/,0/,1.45K,3.17K,,'0.68%,,,,,,,
745,797,Caleres,2921.6,62.8,2431.7,208.2,11400,caleres.com,252437,0,0/,0/,0/,4.36K,9.54K,,'0.68%,,,,,,,
746,798,AGNC Investment,2920.0,688,113082.0,5723.2,51,agnc.com,3353021,0,0/,0/,0/,328,715.4,,'0.68%,287559,724,3568,6710$,0,0,0$
747,799,Hill-Rom Holdings,2907.3,152.2,4919.0,6739.3,10000,hill-rom.com,190913,0,0/,0/,0/,5.76K,12.61K,,'0.68%,,,,,,,
748,800,Moog,2904.7,179.7,3114.2,1713.1,12809,moog.com,118431,0,0/,0/,0/,9.29K,20.34K,,'0.68%,61075,21681,29912,38074$,0,0,0$
749,801,Legg Mason,2903.3,-28.5,7794.1,4244.7,3246,leggmason.com,252604,0,0/,0/,0/,4.35K,9.53K,,'0.68%,,,,,,,
750,802,Atmos Energy,2901.8,511.4,13367.6,12132.5,4776,atmosenergy.com,33155,0,0/,0/,0/,33.18K,72.66K,,'0.68%,,,,,,,
751,803,Woodward,2900.2,259.6,3956.5,3698.1,9023,woodward.com,257293,0,0/,0/,0/,4.28K,9.37K,,'0.68%,105344,9835,15054,13214$,3,0,0$
752,804,Palo Alto Networks,2899.6,-81.9,6592.2,16347.6,7014,paloaltonetworks.com,13769,0,0/,0/,0/,79.89K,174.96K,,'0.68%,,,,,,,
753,805,H.B. Fuller,2897.0,130.8,3985.7,1435.9,6369,hbfuller.com,421126,0,0/,0/,0/,2.61K,5.72K,,'0.68%,,,,,,,
754,806,Akamai Technologies,2893.6,478,7006.9,14810.6,7724,akamai.com,15333,0,0/,0/,0/,71.74K,157.11K,,'0.68%,,,,,,,
755,807,Avaya Holdings,2887.0,-671,6950.0,770.9,7900,avaya.com,28309,0,0/,0/,0/,38.86K,85.1K,,'0.68%,,,,,,,
756,808,Maximus,2886.8,240.8,1745.7,3721.5,29600,maximus.com,159808,0,0/,0/,0/,6.88K,15.07K,,'0.68%,,,,,,,
757,809,PerkinElmer,2883.7,227.6,6538.6,8379,13000,perkinelmer.com,66216,0,0/,0/,0/,16.61K,36.38K,,'0.68%,,,,,,,
758,810,Hawaiian Electric Industries,2874.6,217.9,13745.3,4698.7,3841,hei.com,2210811,0,0/,0/,0/,497,1.09K,,'0.68%,450460,1972,2475,4328$,0,0,0$
759,811,Kansas City Southern,2866.0,538.9,9786.8,12228.5,7040,kcsouthern.com,435048,0,0/,0/,0/,2.53K,5.53K,,'0.68%,,,,,,,
760,812,AptarGroup,2859.7,242.2,3562.1,6474.7,14000,aptar.com,651223,0,0/,0/,0/,1.69K,3.7K,,'0.68%,,,,,,,
761,813,Public Storage,2846.8,1520.5,11365.4,34684.6,5900,publicstorage.com,33199,0,0/,0/,0/,33.13K,72.56K,,'0.68%,,,,,,,
762,814,Selective Insurance Group,2846.5,271.6,8797.2,2967.5,2400,selective.com,350652,0,0/,0/,0/,3.14K,6.87K,,'0.68%,,,,,,,
763,815,ITT,2846.4,325.1,4107.7,3992.8,10500,itt.com,572188,0,0/,0/,0/,1.92K,4.21K,,'0.68%,,,,,,,
764,816,Donaldson,2844.9,267.2,2142.6,4897.2,14100,donaldson.com,87607,0,0/,0/,0/,12.56K,27.5K,,'0.68%,,,,,,,
765,818,Kirby,2838.4,142.3,6079.1,2608.1,5550,kirbycorp.com,1433732,0,0/,0/,0/,767,1.68K,,'0.68%,114088,4124,14728,39502$,0,0,0$
766,819,Hawaiian Holdings,2832.2,224,4126.6,479.7,7437,hawaiianairlines.com,25476,0,0/,0/,0/,43.18K,94.56K,,'0.68%,,,,,,,
767,820,Popular,2830.7,671.1,52115.3,3103.3,8560,popular.com,80519,0,0/,0/,0/,13.66K,29.92K,,'0.68%,,,,,,,
768,821,Range Resources,2827.6,-1716.3,6612.4,580.8,655,rangeresources.com,967328,0,0/,0/,0/,1.14K,2.49K,,'0.68%,,,,,,,
769,822,PC Connection,2820.0,82.1,937.3,1085.7,2609,pcconnection.com,1579737,0,0/,0/,0/,696,1.53K,,'0.68%,,,,,,,
770,823,Amica Mutual Insurance,2808.5,173.3,6382.9,-,3983,amica.com,58779,0,0/,0/,0/,18.71K,40.98K,,'0.68%,,,,,,,
771,824,EnerSys,2808.0,160.2,3118.2,2095.1,11000,enersys.com,719114,0,0/,0/,0/,1.53K,3.35K,,'0.68%,,,,,,,
772,825,Helmerich & Payne,2798.5,-33.7,5839.5,1703.9,8502,hpinc.com,776361,0,0/,0/,0/,1.42K,3.1K,,'0.68%,,,,,,,
773,826,NLV Financial,2772.1,223.5,35766.1,-,1278,nationallifegroup.com,7853620,0,0/,0/,0/,140,306.6,,'0.68%,,,,,,,
774,827,Valmont Industries,2767.0,153.8,2763.4,2281.1,9862,valmont.com,666072,254,46,54,4.,1.65K,3.61K,,'0.68%,86389,4578,10667,14656$,204,90,177$
775,828,PAE,2763.9,-49.8,1371.3,597.3,20000,pae.com,224319,0,0/,0/,0/,4.9K,10.74K,,'0.68%,,,,,,,
776,829,Texas Roadhouse,2756.2,174.5,1983.6,2866.5,35554,texasroadhouse.com,64008,0,0/,0/,0/,17.19K,37.64K,,'0.68%,1035,118076,3057219,2686217$,0,0,0$
777,830,Cooper Tire & Rubber,2752.6,96.4,2802.3,819.3,8720,coopertire.com,249398,0,0/,0/,0/,4.41K,9.66K,,'0.68%,,,,,,,
778,831,Euronet Worldwide,2750.1,346.7,4657.7,4587.7,7700,euronetworldwide.com,235603,0,0/,0/,0/,4.67K,10.22K,,'0.68%,324640,3199,2230,4372$,0,0,0$
779,832,Zillow Group,2742.8,-305.4,6132.0,7411.2,5249,zillowgroup.com,181981,0,0/,0/,0/,6.04K,13.23K,,'0.68%,15756,1993,82402,2943$,0,0,0$
780,834,Energizer Holdings,2729.6,51.1,5449.6,2100.3,7500,energizerholdings.com,894292,0,0/,0/,0/,1.23K,2.69K,,'0.68%,360354,1090,2642,3401$,0,0,0$
781,835,Magellan Midstream Partners,2727.9,1020.8,8437.7,8309.7,1884,magellanlp.com,261614,0,0/,0/,0/,4.2K,9.21K,,'0.68%,,,,,,,
782,836,Hain Celestial Group,2710.6,-183.3,2582.6,2710.9,5441,hain.com,532211,0,0/,0/,0/,2.07K,4.53K,,'0.68%,115824,4016,13206,5825$,0,0,0$
783,839,Allison Transmission Holdings,2698.0,604,4450.0,3818.5,3700,allisontransmission.com,394862,0,0/,0/,0/,2.79K,6.1K,,'0.68%,,,,,,,
784,841,TTM Technologies,2689.3,41.3,3560.9,1095.6,25700,ttmtech.com,638979,0,0/,0/,0/,1.72K,3.77K,,'0.68%,23882,1235,77922,94472$,0,0,0$
785,842,Clear Channel Outdoor Holdings,2683.8,-363.3,6393.3,298.5,5900,clearchanneloutdoor.com,441419,0,0/,0/,0/,2.49K,5.45K,,'0.68%,88915,4796,11101,34340$,0,0,0$
786,843,Guess,2678.1,96,2429.0,444.4,15800,guess.com,54074,0,0/,0/,0/,20.34K,44.55K,,'0.68%,,,,,,,
787,844,Rent-A-Center,2669.9,173.5,1582.8,781,14500,rentacenter.com,84863,0,0/,0/,0/,12.96K,28.39K,,'0.68%,,,,,,,
788,845,Take-Two Interactive Software,2668.4,333.8,4243.1,13453.3,4894,take2games.com,124988,0,0/,0/,0/,8.8K,19.27K,,'0.68%,31297,20743,67272,15063$,0,0,0$
789,846,Vishay Intertechnology,2668.3,163.9,3120.8,2084.3,22400,vishay.com,61006,28,41,64,3.,18.03K,39.49K,,'0.68%,27903,25714,42794,86944$,145,104,208$
790,847,TransUnion,2656.1,346.9,7113.2,12560,8000,transunion.com,17335,0,0/,0/,0/,63.46K,138.97K,,'0.68%,,,,,,,
791,848,Cooper,2653.4,466.7,6274.5,14701.6,12000,coopercos.com,2105113,0,0/,0/,0/,522,1.15K,,'0.68%,437570,1006,2325,809$,0,0,0$
792,849,FleetCor Technologies,2648.8,895.1,12248.5,15935.9,8700,fleetcor.com,357372,0,0/,0/,0/,3.08K,6.74K,,'0.68%,103903,5062,13746,19611$,0,0,0$
793,850,RH,2647.4,220.4,2445.7,1932.9,4750,restorationhardware.com,23229,0,0/,0/,0/,47.35K,103.7K,,'0.68%,,,,,,,
794,851,Renewable Energy Group,2643.2,380.1,1785.3,801,829,regi.com,763761,0,0/,0/,0/,1.44K,3.15K,,'0.68%,,,,,,,
795,852,BlueLinx Holdings,2637.3,-17.7,971.4,46.4,2189,bluelinxco.com,885486,0,0/,0/,0/,1.24K,2.72K,,'0.68%,144743,13041,10010,6211$,0,0,0$
796,853,California Resources,2634.0,-28,6958.0,49.4,1250,crc.com,1391822,0,0/,0/,0/,790,1.73K,,'0.68%,155186,2127,7886,20379$,0,0,0$
797,855,Charles River Laboratories International,2621.2,252,4692.8,6245.5,17100,criver.com,113467,0,0/,0/,0/,9.69K,21.23K,,'0.68%,,,,,,,
798,856,Comfort Systems USA,2615.3,114.3,1505.0,1338.2,12000,comfortsystemsusa.com,1236922,0,0/,0/,0/,889,1.95K,,'0.68%,206464,5833,6224,24015$,0,0,0$
799,857,Verisk Analytics,2607.1,449.9,7055.2,22729.5,9180,verisk.com,174960,573,41,54,5.,6.29K,13.77K,,'0.68%,62874,7230,15864,23981$,0,0,0$
800,858,ResMed,2606.6,404.6,4107.7,21300.6,7240,resmed.com,28242,616,46,57,4.,38.95K,85.3K,,'0.68%,,,,,,,
801,859,Teleflex,2595.4,461.5,6309.8,13580.1,14400,teleflex.com,186091,1054,44,55,4.,5.91K,12.94K,,'0.68%,,,,,,,
802,860,New Jersey Resources,2592.0,169.5,4373.0,3246.5,1108,njresources.com,3075331,0,0/,0/,0/,357,781.1,,'0.68%,226805,1977,4844,5459$,0,0,0$
803,862,Interactive Brokers Group,2580.0,161,71676.0,3313.4,1643,interactivebrokers.com,6618,0,0/,0/,0/,166.21K,364.01K,,'0.68%,17522,72410,145412,3997291$,2468,26693,420966$
804,863,Zayo Group Holdings,2578.0,150,9334.6,-,3781,zayo.com,187577,0,0/,0/,0/,5.86K,12.84K,,'0.68%,,,,,,,
805,864,Herman Miller,2567.2,160.5,1569.3,1311.2,8000,hermanmiller.com,33698,0,0/,0/,0/,32.64K,71.49K,,'0.68%,7790,68376,294319,1138928$,4044,21917,83176$
806,865,Grocery Outlet Holding,2559.6,15.4,2185.5,3087.2,765,groceryoutlet.com,168225,0,0/,0/,0/,6.54K,14.32K,,'0.68%,,,,,,,
807,866,J.Crew Group,2540.1,-78.8,1599.3,-,9400,jcrew.com,3781,0,0/,0/,0/,290.93K,637.13K,,'0.68%,,,,,,,
808,867,Century Communities,2535.9,113,2500.0,483.4,1460,centurycommunities.com,367532,0,0/,0/,0/,2.99K,6.56K,,'0.68%,,,,,,,
809,869,Catalent,2518.0,137.4,6184.0,8045.1,12300,catalent.com,323877,0,0/,0/,0/,3.4K,7.44K,,'0.68%,,,,,,,
810,870,Itron,2502.5,49,2707.8,2242.2,7300,itron.com,193223,0,0/,0/,0/,5.69K,12.47K,,'0.68%,,,,,,,
811,871,M/I Homes,2500.3,127.6,2105.6,472.4,1401,mihomes.com,166624,0,0/,0/,0/,6.6K,14.45K,,'0.68%,42032,22316,27606,51014$,65,223,935$
812,872,Cboe Global Markets,2496.1,374.9,5113.9,9856.3,823,cboe.com,38509,0,0/,0/,0/,28.56K,62.55K,,'0.68%,14647,46560,175197,690078$,420,29858,153921$
813,873,IDEX,2494.6,425.5,3813.9,10529.4,7439,idexcorp.com,444101,0,0/,0/,0/,2.48K,5.42K,,'0.68%,,,,,,,
814,874,Belden,2491.8,-377,3406.8,1640.2,7000,belden.com,108714,0,0/,0/,0/,10.12K,22.16K,,'0.68%,,,,,,,
815,875,Curtiss-Wright,2488.0,307.6,3764.3,3929.4,9100,curtisswright.com,832962,0,0/,0/,0/,1.32K,2.89K,,'0.68%,,,,,,,
816,876,Cheesecake Factory,2482.7,127.3,2840.6,767.9,46250,thecheesecakefactory.com,41628,0,0/,0/,0/,26.42K,57.87K,,'0.68%,1199,244630,2625529,1598842$,134,2427,1827$
817,877,Genesis Energy,2480.8,96,6597.6,480.5,2177,genesisenergy.com,1500642,0,0/,0/,0/,733,1.61K,,'0.68%,,,,,,,
818,878,GEO Group,2477.9,166.6,4317.5,1474.3,22000,geogroup.com,381154,0,0/,0/,0/,2.89K,6.32K,,'0.68%,,,,,,,
819,879,Patterson-UTI Energy,2470.7,-425.7,4439.6,451.6,5800,patenergy.com,539017,0,0/,0/,0/,2.04K,4.47K,,'0.68%,,,,,,,
820,880,Werner Enterprises,2463.7,166.9,2143.9,2514.7,12736,werner.com,391261,0,0/,0/,0/,2.81K,6.15K,,'0.68%,26564,4202,45479,129602$,234,55,520$
821,881,Ingersoll Rand,2451.9,159.1,4628.4,10306.3,6600,ingersollrand.com,99998,0,0/,0/,0/,11K,24.09K,,'0.68%,,,,,,,
822,882,Verso,2444.0,96,1721.0,396.9,3700,versoco.com,600839,0,0/,0/,0/,1.83K,4.01K,,'0.68%,,,,,,,
823,883,Mueller Industries,2430.6,101,1370.9,1364.5,4964,muellerindustries.com,785006,0,0/,0/,0/,1.4K,3.07K,,'0.68%,,,,,,,
824,885,Revlon,2419.6,-157.7,2980.6,580.1,7100,revlon.com,157118,0,0/,0/,0/,7K,15.33K,,'0.68%,13023,24432,158363,100802$,5642,39479,73280$
825,886,Arista Networks,2410.7,859.9,4185.3,15490.9,2300,arista.com,79572,0,0/,0/,0/,13.82K,30.27K,,'0.68%,,,,,,,
826,887,IDEXX Laboratories,2406.9,427.7,1832.5,20644.9,9200,idexx.com,110073,0,0/,0/,0/,9.99K,21.89K,,'0.68%,,,,,,,
827,888,Align Technology,2406.8,442.8,2500.7,13699.1,14530,aligntech.com,59973,0,0/,0/,0/,18.34K,40.16K,,'0.68%,82749,6676,22833,111122$,0,0,0$
828,889,Waters,2406.6,592.2,2557.1,11315.9,7467,waters.com,62576,0,0/,0/,0/,17.58K,38.49K,,'0.68%,36030,39464,56797,164773$,1054,7483,44277$
829,890,Synovus Financial,2406.5,563.8,48203.3,2585.8,5389,synovus.com,47373,0,0/,0/,0/,23.22K,50.85K,,'0.68%,10237,38510,243881,464247$,7,14,17$
830,891,BrightView Holdings,2404.6,44.4,2928.6,1159.6,21978,brightview.com,409781,0,0/,0/,0/,2.68K,5.88K,,'0.68%,,,,,,,
831,893,Brown & Brown,2392.2,398.5,7622.8,10269.3,10083,bbinsurance.com,554498,0,0/,0/,0/,1.98K,4.34K,,'0.68%,85872,3493,21819,36832$,0,0,0$
832,894,Valvoline,2390.0,208,2064.0,2466.8,7900,valvoline.com,124406,0,0/,0/,0/,8.84K,19.37K,,'0.68%,,,,,,,
833,895,Knights of Columbus,2387.8,148.3,26860.6,-,772,kofc.org,123235,0,0/,0/,0/,8.93K,19.55K,,'0.68%,,,,,,,
834,896,Central Garden & Pet,2383.0,92.8,2025.0,1441.2,5550,central.com,435678,0,0/,0/,0/,2.52K,5.53K,,'0.68%,,,,,,,
835,897,Carpenter Technology,2380.2,167,3187.8,932.1,5100,cartech.com,438625,0,0/,0/,0/,2.51K,5.49K,,'0.68%,,,,,,,
836,898,SLM,2380.0,578.3,32686.5,3038.6,1900,slm-solutions.com,750358,0,0/,0/,0/,1.47K,3.21K,,'0.68%,296743,935,3418,3734$,0,0,0$
837,899,Kennametal,2375.2,241.9,2656.3,1543.6,10395,kennametal.com,137562,0,0/,0/,0/,8K,17.51K,,'0.68%,56586,11989,28466,45875$,0,0,0$
838,900,LCI Industries,2371.5,146.5,1862.6,1673.9,10500,lci1.com,205361,0,0/,0/,0/,5.36K,11.73K,,'0.68%,,,,,,,
839,901,TrueBlue,2368.8,63.1,1136.2,492.9,6200,trueblue.com,888815,10,33,37,0/,1.24K,2.71K,,'0.68%,102463,1511,9961,3096$,0,0,0$
840,902,Cimarex Energy,2363.0,-124.6,7140.0,1718.9,987,cimarex.com,1433483,0,0/,0/,0/,767,1.68K,,'0.68%,191290,692,6035,16200$,0,0,0$
841,903,Splunk,2358.9,-336.7,5439.5,20022.6,5800,splunk.com,15594,0,0/,0/,0/,70.54K,154.48K,,'0.68%,9222,146045,303041,1544709$,1098,16587,169205$
842,904,SiteOne Landscape Supply,2357.5,77.7,1443.3,3076.5,4416,siteone.com,203899,0,0/,0/,0/,5.39K,11.81K,,'0.68%,21711,49827,102908,119238$,0,0,0$
843,905,Hexcel,2355.7,306.6,3128.6,3099.6,6977,hexcel.com,556263,0,0/,0/,0/,1.98K,4.33K,,'0.68%,,,,,,,
844,906,FTI Consulting,2352.7,216.7,2783.1,4490.6,5567,fticonsulting.com,147997,0,0/,0/,0/,7.43K,16.28K,,'0.68%,,,,,,,
845,907,Party City Holdco,2348.8,-532.5,3595.3,43.3,14350,partycity.com,13155,0,0/,0/,0/,83.62K,183.12K,,'0.68%,,,,,,,
846,908,Ohio National Mutual,2340.5,-67.6,40366.8,-,1109,ohionational.com,183751,0,0/,0/,0/,5.99K,13.11K,,'0.68%,,,,,,,
847,909,Patrick Industries,2337.1,89.6,1471.0,672.5,7500,patrickind.com,3820265,0,0/,0/,0/,287,627.8,,'0.68%,,,,,,,
848,910,Cadence Design Systems,2336.3,989,3357.2,18546.2,8078,cadence.com,35226,0,0/,0/,0/,31.23K,68.39K,,'0.68%,,,,,,,
849,911,CDK Global,2332.9,124,2999.0,3991,9000,cdkglobal.com,130212,0,0/,0/,0/,8.45K,18.5K,,'0.68%,,,,,,,
850,912,AvalonBay Communities,2324.6,786,19121.1,20711.9,3122,avaloncommunities.com,51600,0,0/,0/,0/,21.32K,46.68K,,'0.68%,,,,,,,
851,913,Wabash National,2319.1,89.6,1304.6,381.6,6900,wabashnational.com,849391,486,45,41,5.,1.3K,2.84K,,'0.68%,160156,1050,4848,1984$,200,345,396$
852,914,Service Properties Trust,2316.1,259.8,9034.0,888.6,600,svcreit.com,2450165,0,0/,0/,0/,448,978.2,,'0.68%,2876878,354,125,665$,0,0,0$
853,915,Maxim Integrated Products,2314.3,827.5,3744.0,13095.3,7131,maximintegrated.com,26912,0,0/,0/,0/,40.87K,89.51K,,'0.68%,,,,,,,
854,916,People's United Financial,2312.2,520.4,58589.8,4792.8,6305,peoples.com,40948,0,0/,0/,0/,26.86K,58.83K,,'0.68%,,,,,,,
855,917,Bio-Rad Laboratories,2311.7,1758.7,8008.9,10490.6,8120,bio-rad.com,38612,0,0/,0/,0/,28.49K,62.39K,,'0.68%,,,,,,,
856,919,Louisiana-Pacific,2310.0,-5,1835.0,1924.5,4800,lpcorp.com,326242,0,0/,0/,0/,3.37K,7.38K,,'0.68%,,,,,,,
857,920,TEGNA,2299.5,286.2,6954.0,2371.3,6883,tegna.com,131288,0,0/,0/,0/,8.38K,18.34K,,'0.68%,,,,,,,
858,921,Teradyne,2295.0,467.5,2787.0,9025.5,5400,teradyne.com,333373,0,0/,0/,0/,3.3K,7.23K,,'0.68%,155524,4292,9018,24996$,0,0,0$
859,922,Arch Resources,2294.4,233.8,1867.8,437.6,3700,archcoal.com,1696183,0,0/,0/,0/,648,1.42K,,'0.68%,,,,,,,
860,923,EPAM Systems,2293.8,261.1,2244.2,10259.4,36739,epam.com,48357,0,0/,0/,0/,22.75K,49.82K,,'0.68%,70676,13391,21913,66659$,8,30,84$
861,925,Contura Energy,2290.5,-316.3,2302.8,42.9,4360,conturaenergy.com,4562543,0,0/,0/,0/,241,525.6,,'0.68%,349614,856,3148,1899$,0,0,0$
